ORDER_BY_ME,PRIMARY_CAT,REL_CAT,COOC,SENTIMENT
1,Quality/Reliability,Frozen Foods,402,-0.57584909
1,Quality/Reliability,Hard Lines,2446,-0.790383209
1,Quality/Reliability,Health & Wellness,1460,-0.880706712
1,Quality/Reliability,Home,2822,-0.764773742
1,Quality/Reliability,Legal,2061,-1.09827689
1,Quality/Reliability,Marketing,5585,-0.664253008
1,Quality/Reliability,Non-Actionable,197,-0.434010152
1,Quality/Reliability,Toys and Seasonal,383,-0.860821759
1,Rebates,Consumables,7,-0.928571429
1,Rebates,Dry Grocery,12,-0.306547619
1,Rebates,Entertainment,10,-0.883333333
1,Rebates,Fresh Foods,10,-0.359375
1,Rebates,Hard Lines,19,-0.572916667
1,Rebates,Health & Wellness,12,-0.0859375
1,Rebates,Home,3,-0.833333333
1,Rebates,Legal,1,-1
1,Rebates,Marketing,287,-0.607927412
1,Rebates,Non-Actionable,1,3.25
1,Receipt & Payment,Apparel,65,-0.675675676
1,Receipt & Payment,Consumables,159,-0.867097701
1,Receipt & Payment,Dry Grocery,328,-0.709893048
1,Receipt & Payment,Entertainment,305,-0.777861446
1,Receipt & Payment,Fresh Foods,727,-0.897262647
1,Receipt & Payment,Frozen Foods,39,-1.170454545
1,Receipt & Payment,Hard Lines,204,-0.832157258
1,Receipt & Payment,Health & Wellness,299,-0.775
1,Receipt & Payment,Home,178,-0.895531401
1,Receipt & Payment,Legal,278,-1.117030201
1,Receipt & Payment,Marketing,938,-0.831537356
1,Receipt & Payment,Non-Actionable,25,-0.15
1,Receipt & Payment,Toys and Seasonal,71,-0.671232877
1,Refunds,Apparel,16,-1.970588235
1,Refunds,Consumables,53,-1.727083333
1,Refunds,Dry Grocery,108,-1.607211538
1,Refunds,Entertainment,164,-1.486585366
1,Refunds,Fresh Foods,319,-1.407341703
1,Refunds,Frozen Foods,10,-1.909090909
1,Refunds,Hard Lines,123,-1.422719595
1,Refunds,Health & Wellness,89,-1.330383481
1,Refunds,Home,55,-1.399647887
1,Refunds,Legal,55,-1.319196429
1,Refunds,Marketing,312,-1.311609687
1,Refunds,Non-Actionable,6,-0.541666667
1,Refunds,Toys and Seasonal,23,-1.048076923
1,Renovations,Apparel,11,-0.909090909
1,Renovations,Consumables,42,-0.777777778
1,Renovations,Dry Grocery,37,-0.994186047
1,Renovations,Entertainment,26,-0.633333333
1,Renovations,Fresh Foods,99,-0.364257813
1,Renovations,Frozen Foods,14,-0.433333333
1,Renovations,Hard Lines,67,-0.512658228
1,Renovations,Health & Wellness,72,-0.568597561
1,Renovations,Home,197,-0.191176471
1,Renovations,Legal,77,-0.693597561
1,Renovations,Marketing,209,-0.544270833
1,Renovations,Non-Actionable,55,-0.422727273
1,Renovations,Toys and Seasonal,19,-0.736842105
1,Restrooms General,Apparel,78,-0.456395349
1,Restrooms General,Consumables,801,-0.929775828
1,Restrooms General,Dry Grocery,331,-0.621953873
1,Restrooms General,Entertainment,277,-0.185080645
1,Restrooms General,Fresh Foods,1539,-0.43246089
1,Restrooms General,Frozen Foods,65,-0.756493506
1,Restrooms General,Hard Lines,336,-0.828697644
1,Restrooms General,Health & Wellness,366,-0.65648263
1,Restrooms General,Home,756,0.078695066
1,Restrooms General,Legal,813,-0.765298366
1,Restrooms General,Marketing,976,-0.025682471
1,Restrooms General,Non-Actionable,55,0.361363636
1,Restrooms General,Toys and Seasonal,100,-0.658653846
1,Returns,Apparel,180,-0.743125
1,Returns,Consumables,427,-0.757437458
1,Returns,Dry Grocery,805,-0.717950403
1,Returns,Entertainment,1089,-0.789748394
1,Returns,Fresh Foods,1872,-0.886346726
1,Returns,Frozen Foods,150,-0.749521073
1,Returns,Hard Lines,1050,-0.582349915
1,Returns,Health & Wellness,1037,-0.671394059
1,Returns,Home,742,-0.620325086
1,Returns,Legal,929,-0.976080247
1,Returns,Marketing,2529,-0.553598888
1,Returns,Non-Actionable,122,0.364754098
1,Returns,Toys and Seasonal,375,-0.704420474
1,Room to Shop,Apparel,301,-1.401388889
1,Room to Shop,Consumables,1654,-1.428617978
1,Room to Shop,Dry Grocery,2253,-1.372054515
1,Room to Shop,Entertainment,991,-1.295502017
1,Room to Shop,Fresh Foods,5761,-1.344330461
1,Room to Shop,Frozen Foods,423,-1.411941581
1,Room to Shop,Hard Lines,1195,-1.305748323
1,Room to Shop,Health & Wellness,2724,-1.463322458
1,Room to Shop,Home,2736,-0.719397503
1,Room to Shop,Legal,4917,-1.374133514
1,Room to Shop,Marketing,7194,-0.987753717
1,Room to Shop,Non-Actionable,291,-0.880351027
1,Room to Shop,Toys and Seasonal,1266,-1.268632192
1,Samples and Testers,Apparel,8,-0.916666667
1,Samples and Testers,Consumables,147,-0.536127168
1,Samples and Testers,Dry Grocery,247,-0.291385135
1,Samples and Testers,Entertainment,86,-0.318877551
1,Samples and Testers,Fresh Foods,662,-0.238384956
1,Samples and Testers,Frozen Foods,27,-0.053571429
1,Samples and Testers,Hard Lines,59,-0.388059701
1,Samples and Testers,Health & Wellness,56,-0.660714286
1,Samples and Testers,Home,86,-0.765776699
1,Samples and Testers,Legal,38,-0.701219512
1,Samples and Testers,Marketing,344,-0.131578947
1,Samples and Testers,Non-Actionable,10,0.545454545
1,Samples and Testers,Toys and Seasonal,15,0.046875
1,Self-Checkout,Apparel,80,-0.550561798
1,Self-Checkout,Consumables,276,-0.649161342
1,Self-Checkout,Dry Grocery,699,-0.760620915
1,Self-Checkout,Entertainment,784,-0.992580935
1,Self-Checkout,Fresh Foods,1687,-0.673260613
1,Self-Checkout,Frozen Foods,122,-0.819230769
1,Self-Checkout,Hard Lines,433,-0.80193837
1,Self-Checkout,Health & Wellness,440,-0.561837924
1,Self-Checkout,Home,476,-0.372544204
1,Self-Checkout,Legal,662,-0.944364508
1,Self-Checkout,Marketing,1936,-0.629764369
1,Self-Checkout,Non-Actionable,251,0.280523256
1,Self-Checkout,Toys and Seasonal,208,-0.577464789
1,Shopping Efficiency,Apparel,110,0.821
1,Shopping Efficiency,Consumables,575,0.825605836
1,Shopping Efficiency,Dry Grocery,748,0.868537015
1,Shopping Efficiency,Entertainment,659,1.209617756
1,Shopping Efficiency,Fresh Foods,2203,1.0625
1,Shopping Efficiency,Frozen Foods,202,1.301383399
1,Shopping Efficiency,Hard Lines,728,0.781285878
1,Shopping Efficiency,Health & Wellness,1430,1.251378676
1,Shopping Efficiency,Home,3048,1.689805355
1,Shopping Efficiency,Legal,1005,0.246444444
1,Shopping Efficiency,Marketing,2946,1.261244437
1,Shopping Efficiency,Non-Actionable,654,1.771693425
1,Shopping Efficiency,Toys and Seasonal,438,1.108932462
1,Sinks,Apparel,1,-3.5
1,Sinks,Consumables,17,-1.013157895
1,Sinks,Dry Grocery,5,-1.65
1,Sinks,Entertainment,4,0.625
1,Sinks,Fresh Foods,25,-0.830357143
1,Sinks,Frozen Foods,1,0
1,Sinks,Hard Lines,10,-1
1,Sinks,Health & Wellness,5,-1.9
1,Sinks,Home,10,-1.522727273
1,Sinks,Legal,44,-1.173469388
1,Sinks,Marketing,15,-1.294117647
1,Sinks,Toys and Seasonal,2,0
1,Size,Apparel,30,-0.306451613
1,Size,Consumables,188,-0.670154185
1,Size,Dry Grocery,237,-0.521193772
1,Size,Entertainment,122,-0.561258278
1,Size,Fresh Foods,592,-0.48848009
1,Size,Frozen Foods,45,-0.26
1,Size,Hard Lines,234,-0.424377224
1,Size,Health & Wellness,203,-0.583333333
1,Size,Home,317,-0.101113506
1,Size,Legal,399,-0.891145833
1,Size,Marketing,709,-0.454494201
1,Size,Non-Actionable,118,0.119747899
1,Size,Toys and Seasonal,61,-0.666044776
1,Speed of Service,Apparel,506,-0.967417417
1,Speed of Service,Consumables,1354,-1.096041667
1,Speed of Service,Dry Grocery,2194,-1.106973403
1,Speed of Service,Entertainment,3620,-1.078745009
1,Speed of Service,Fresh Foods,8447,-1.094208105
1,Speed of Service,Frozen Foods,460,-1.151375405
1,Speed of Service,Hard Lines,5235,-1.241664184
1,Speed of Service,Health & Wellness,5753,-0.663245734
1,Speed of Service,Home,3184,-0.439568345
1,Speed of Service,Legal,3156,-1.14220379
1,Speed of Service,Marketing,7617,-0.733569337
1,Speed of Service,Non-Actionable,438,0.522301136
1,Speed of Service,Toys and Seasonal,1087,-0.841265459
1,Staff Appearance,Apparel,695,-0.524206102
1,Staff Appearance,Consumables,170,-0.754143646
1,Staff Appearance,Dry Grocery,210,-0.672074468
1,Staff Appearance,Entertainment,191,-0.361374408
1,Staff Appearance,Fresh Foods,633,-0.599370504
1,Staff Appearance,Frozen Foods,21,-0.815217391
1,Staff Appearance,Hard Lines,262,-0.378493789
1,Staff Appearance,Health & Wellness,305,-0.323938992
1,Staff Appearance,Home,340,0.089004298
1,Staff Appearance,Legal,244,-0.592285156
1,Staff Appearance,Marketing,774,-0.112847222
1,Staff Appearance,Non-Actionable,26,0.274038462
1,Staff Appearance,Toys and Seasonal,81,-0.271505376
1,Store Location,Apparel,51,-0.303308824
1,Store Location,Consumables,424,-0.548820755
1,Store Location,Dry Grocery,589,-0.332461646
1,Store Location,Entertainment,356,-0.393534483
1,Store Location,Fresh Foods,1573,-0.203118052
1,Store Location,Frozen Foods,75,0.005952381
1,Store Location,Hard Lines,531,-0.173702086
1,Store Location,Health & Wellness,739,-0.029328479
1,Store Location,Home,902,0.464886935
1,Store Location,Legal,496,-0.487695993
1,Store Location,Marketing,1644,0.144353496
1,Store Location,Non-Actionable,260,1.249045802
1,Store Location,Toys and Seasonal,130,-0.375862069
1,Store Pickup,Apparel,9,-0.473684211
1,Store Pickup,Consumables,49,-0.596311475
1,Store Pickup,Dry Grocery,42,-0.916666667
1,Store Pickup,Entertainment,144,-0.810582822
1,Store Pickup,Fresh Foods,106,-0.711993243
1,Store Pickup,Frozen Foods,8,-0.9375
1,Store Pickup,Hard Lines,102,-0.839160839
1,Store Pickup,Health & Wellness,109,-0.228873239
1,Store Pickup,Home,44,-0.682291667
1,Store Pickup,Legal,38,-0.843023256
1,Store Pickup,Marketing,183,-0.481505102
1,Store Pickup,Non-Actionable,3,-0.333333333
1,Store Pickup,Toys and Seasonal,27,-0.425925926
1,Store Quality,Apparel,555,0.271386719
1,Store Quality,Consumables,2647,-0.00054095
1,Store Quality,Dry Grocery,4201,0.054128272
1,Store Quality,Entertainment,3121,0.306309015
1,Store Quality,Fresh Foods,14472,-0.08644312
1,Store Quality,Frozen Foods,805,-0.040217391
1,Store Quality,Hard Lines,3942,0.250225663
1,Store Quality,Health & Wellness,5394,0.989918616
1,Store Quality,Home,7555,0.648931259
1,Store Quality,Legal,3911,-0.387674127
1,Store Quality,Marketing,17987,0.490085759
1,Store Quality,Non-Actionable,5850,1.849296421
1,Store Quality,Toys and Seasonal,1598,0.627401005
1,Style/Design,Apparel,1471,-0.509068421
1,Style/Design,Consumables,2523,-0.53548588
1,Style/Design,Dry Grocery,6273,-0.607286584
1,Style/Design,Entertainment,2694,-0.154486732
1,Style/Design,Fresh Foods,18906,-0.498239308
1,Style/Design,Frozen Foods,1280,-0.428995507
1,Style/Design,Hard Lines,2910,-0.438294692
1,Style/Design,Health & Wellness,1801,-0.3950625
1,Style/Design,Home,4590,0.124848527
1,Style/Design,Legal,1455,-0.812602062
1,Style/Design,Marketing,12112,-0.193384346
1,Style/Design,Non-Actionable,376,0.447060124
1,Style/Design,Toys and Seasonal,932,-0.305432968
1,Sufficient Floor Staff,Apparel,204,-0.980096726
1,Sufficient Floor Staff,Consumables,695,-1.081045752
1,Sufficient Floor Staff,Dry Grocery,813,-1.159714795
1,Sufficient Floor Staff,Entertainment,1868,-1.032044492
1,Sufficient Floor Staff,Fresh Foods,5088,-1.139884156
1,Sufficient Floor Staff,Frozen Foods,194,-1.031682028
1,Sufficient Floor Staff,Hard Lines,3191,-1.186823593
1,Sufficient Floor Staff,Health & Wellness,2938,-1.113567594
1,Sufficient Floor Staff,Home,1954,-0.496998336
1,Sufficient Floor Staff,Legal,1866,-1.129220059
1,Sufficient Floor Staff,Marketing,3452,-0.661015041
1,Sufficient Floor Staff,Non-Actionable,140,0.092857143
1,Sufficient Floor Staff,Toys and Seasonal,518,-0.992710252
1,Sufficient Registers,Apparel,366,-1.313905622
1,Sufficient Registers,Consumables,1669,-1.266047745
1,Sufficient Registers,Dry Grocery,2749,-1.202228056
1,Sufficient Registers,Entertainment,2461,-1.083701995
1,Sufficient Registers,Fresh Foods,10593,-1.23036327
1,Sufficient Registers,Frozen Foods,951,-1.306122867
1,Sufficient Registers,Hard Lines,2072,-1.26754386
1,Sufficient Registers,Health & Wellness,5841,-1.342771625
1,Sufficient Registers,Home,3838,-0.851226739
1,Sufficient Registers,Legal,4162,-1.389566855
1,Sufficient Registers,Marketing,9521,-0.958891022
1,Sufficient Registers,Non-Actionable,397,-0.454739583
1,Sufficient Registers,Toys and Seasonal,2270,-1.184039669
1,Sufficient Space,Apparel,11,-0.5
1,Sufficient Space,Consumables,60,-0.461805556
1,Sufficient Space,Dry Grocery,112,-1.00872093
1,Sufficient Space,Entertainment,54,-0.827272727
1,Sufficient Space,Fresh Foods,252,-0.798929664
1,Sufficient Space,Frozen Foods,22,-0.916666667
1,Sufficient Space,Hard Lines,130,-0.713306452
1,Sufficient Space,Health & Wellness,157,-0.642857143
1,Sufficient Space,Home,218,-0.254
1,Sufficient Space,Legal,1677,-1.216894977
1,Sufficient Space,Marketing,299,-0.756899351
1,Sufficient Space,Non-Actionable,45,-0.755434783
1,Sufficient Space,Toys and Seasonal,53,-0.895454545
1,Tidiness,Apparel,874,-1.307591675
1,Tidiness,Consumables,2531,-1.185330436
1,Tidiness,Dry Grocery,2405,-1.197419252
1,Tidiness,Entertainment,2525,-0.794645198
1,Tidiness,Fresh Foods,7759,-1.109359967
1,Tidiness,Frozen Foods,608,-1.055704578
1,Tidiness,Hard Lines,2286,-1.051287034
1,Tidiness,Health & Wellness,2395,-1.132718442
1,Tidiness,Home,48614,0.678777324
1,Tidiness,Legal,2728,-1.623177261
1,Tidiness,Marketing,9490,-0.777801556
1,Tidiness,Non-Actionable,560,1.120089286
1,Tidiness,Toys and Seasonal,1739,-1.233832033
1,Toilets,Apparel,11,-0.5625
1,Toilets,Consumables,239,-0.487559524
1,Toilets,Dry Grocery,41,-0.7375
1,Toilets,Entertainment,11,-0.318181818
1,Toilets,Fresh Foods,89,-0.698913043
1,Toilets,Frozen Foods,8,-1.28125
1,Toilets,Hard Lines,30,-1.516129032
1,Toilets,Health & Wellness,19,-0.75
1,Toilets,Home,40,-0.901785714
1,Toilets,Legal,131,-1.285754505
1,Toilets,Marketing,57,-0.334745763
1,Toilets,Toys and Seasonal,3,-0.833333333
1,Variety,Apparel,2796,-0.936897137
1,Variety,Consumables,8843,-0.681464268
1,Variety,Dry Grocery,12780,-0.819484466
1,Variety,Entertainment,9261,-0.208714619
1,Variety,Fresh Foods,42024,-0.47835144
1,Variety,Frozen Foods,4103,-0.480832153
1,Variety,Hard Lines,9261,-0.472489428
1,Variety,Health & Wellness,2926,-0.46286389
1,Variety,Home,9384,-0.116072649
1,Variety,Legal,1333,-0.812734082
1,Variety,Marketing,20138,-0.214123278
1,Variety,Non-Actionable,960,-0.078040312
1,Variety,Toys and Seasonal,2323,-0.397946979
1,Warranty,Apparel,3,1
1,Warranty,Consumables,5,0.4
1,Warranty,Dry Grocery,14,-0.533333333
1,Warranty,Entertainment,134,-0.252822581
1,Warranty,Fresh Foods,24,-0.808333333
1,Warranty,Frozen Foods,2,-1.375
1,Warranty,Hard Lines,116,-0.623603352
1,Warranty,Health & Wellness,22,0.416666667
1,Warranty,Home,22,-0.479166667
1,Warranty,Legal,74,-0.587662338
1,Warranty,Marketing,117,-0.300387597
1,Warranty,Non-Actionable,4,0.0625
1,Warranty,Toys and Seasonal,6,-1.59375
2,Apparel,Above & Beyond,29,0.387931034
2,Apparel,As Advertised,13,-0.192307692
2,Apparel,Atmosphere,14,-0.607142857
2,Apparel,Attitude,722,-0.376189721
2,Apparel,Bagging,92,-0.800257732
2,Apparel,Business Hours,24,-0.08
2,Apparel,Cart Availability,49,-0.757653061
2,Apparel,Cart Quality,47,-0.82712766
2,Apparel,Checkout Wait Time,288,-0.785917208
2,Apparel,Cleanliness,166,-0.732090643
2,Apparel,Communication Skills,35,-0.825
2,Apparel,Condition,14,-1.466666667
2,Apparel,Coupons,35,-0.413461538
2,Apparel,Design,20,-0.425
2,Apparel,Discounts,128,0.706481481
2,Apparel,Ease of Checkout,33,-0.424242424
2,Apparel,Ease of Parking,18,-0.486111111
2,Apparel,Exchanges,23,-0.426282051
2,Apparel,Express Lanes,16,-0.507352941
2,Apparel,Features/Functionality,78,-0.3078125
2,Apparel,Fees,2,0.25
2,Apparel,Financing,5,-0.8
2,Apparel,Finding Help,368,-0.740335052
2,Apparel,Finding Items,343,-0.595550047
2,Apparel,Fitting Rooms,72,-0.815512048
2,Apparel,Floor,5,-1
2,Apparel,Friendliness,285,-0.400619369
2,Apparel,Greeting,151,-0.305169753
2,Apparel,Heating/Cooling,19,-0.875
2,Apparel,Helpfulness,634,-0.398179012
2,Apparel,In-Store Navigation,162,-0.816477273
2,Apparel,Knowledge,198,-0.798713235
2,Apparel,Layout Consistency,30,-1.425
2,Apparel,Lighting,13,-1.326923077
2,Apparel,Listening,21,-0.573863636
2,Apparel,New Merchandise,26,-0.759615385
2,Apparel,Noise,38,-0.98125
2,Apparel,Odor,7,-0.5
2,Apparel,On Display,459,-0.797775
2,Apparel,Price Matching,3,1.8125
2,Apparel,Pricing/Value,1661,-0.184982197
2,Apparel,Product Availability,2318,-0.810433946
2,Apparel,Pros/Cons,4,0.25
2,Apparel,Quality of Staff,376,-0.317283163
2,Apparel,Quality/Reliability,615,-0.683455702
2,Apparel,Receipt & Payment,65,-0.7
2,Apparel,Refunds,16,-1.4375
2,Apparel,Renovations,11,-0.75
2,Apparel,Restrooms General,78,-0.734177215
2,Apparel,Returns,180,-0.687172775
2,Apparel,Room to Shop,301,-1.044652129
2,Apparel,Samples and Testers,8,-0.875
2,Apparel,Self-Checkout,80,-0.425595238
2,Apparel,Shopping Efficiency,110,0.216814159
2,Apparel,Sinks,1,-3.5
2,Apparel,Size,30,-0.0625
2,Apparel,Speed of Service,506,-0.85452044
2,Apparel,Staff Appearance,695,-0.583245429
2,Apparel,Store Location,51,-0.480392157
2,Apparel,Store Pickup,9,-1
2,Apparel,Store Quality,555,-0.320628295
2,Apparel,Style/Design,1471,-0.571186962
2,Apparel,Sufficient Floor Staff,204,-0.864832536
2,Apparel,Sufficient Registers,366,-0.92883716
2,Apparel,Sufficient Space,11,-0.729166667
2,Apparel,Tidiness,874,-1.022218026
2,Apparel,Toilets,11,-0.625
2,Apparel,Variety,2796,-0.86519983
2,Apparel,Warranty,3,1
2,Consumables,Above & Beyond,49,-0.112244898
2,Consumables,As Advertised,93,-1.068576389
2,Consumables,Atmosphere,48,-0.307291667
2,Consumables,Attitude,1899,-0.638647668
2,Consumables,Bagging,602,-0.752782091
2,Consumables,Business Hours,121,-0.53125
2,Consumables,Cart Availability,281,-0.945804196
2,Consumables,Cart Quality,269,-1.065104167
2,Consumables,Checkout Wait Time,1009,-0.921438547
2,Consumables,Cleanliness,1142,-0.823200113
2,Consumables,Communication Skills,100,-0.662383178
2,Consumables,Condition,38,-1.161184211
2,Consumables,Coupons,571,-0.458496519
2,Consumables,Design,85,-0.595930233
2,Consumables,Discounts,574,0.28942577
2,Consumables,Ease of Checkout,130,-1.04375
2,Consumables,Ease of Parking,65,-0.68525641
2,Consumables,Exchanges,41,-0.6875
2,Consumables,Express Lanes,58,-1.03125
2,Consumables,Features/Functionality,220,-0.512090774
2,Consumables,Fees,1,0
2,Consumables,Financing,20,-0.836538462
2,Consumables,Finding Help,1128,-0.771206309
2,Consumables,Finding Items,2085,-0.673844865
2,Consumables,Fitting Rooms,28,-1.145833333
2,Consumables,Floor,47,-0.9140625
2,Consumables,Friendliness,831,-0.603852839
2,Consumables,Greeting,370,-0.563084609
2,Consumables,Heating/Cooling,186,-0.843274112
2,Consumables,Helpfulness,1626,-0.677233776
2,Consumables,In-Store Advertising,5,-1.35
2,Consumables,In-Store Navigation,852,-0.781691783
2,Consumables,Knowledge,503,-0.704238921
2,Consumables,Layout Consistency,248,-0.692503281
2,Consumables,Lighting,44,-1.295454545
2,Consumables,Listening,31,-0.53125
2,Consumables,New Merchandise,187,-0.406914894
2,Consumables,Noise,112,-1.210451977
2,Consumables,Odor,116,-0.871527778
2,Consumables,On Display,952,-0.791929612
2,Consumables,Price Matching,89,-0.7125
2,Consumables,Pricing/Value,8961,-0.192966546
2,Consumables,Product Availability,16454,-0.869101854
2,Consumables,Pros/Cons,9,0.277777778
2,Consumables,Quality of Staff,1062,-0.560609533
2,Consumables,Quality/Reliability,1634,-0.720988525
2,Consumables,Rebates,7,-0.9
2,Consumables,Receipt & Payment,159,-0.853527607
2,Consumables,Refunds,53,-0.81712963
2,Consumables,Renovations,42,-0.648809524
2,Consumables,Restrooms General,801,-0.921650718
2,Consumables,Returns,427,-0.821550179
2,Consumables,Room to Shop,1654,-1.098498089
2,Consumables,Samples and Testers,147,-0.501644737
2,Consumables,Self-Checkout,276,-0.96637931
2,Consumables,Shopping Efficiency,575,0.065948761
2,Consumables,Sinks,17,-0.691176471
2,Consumables,Size,188,-0.663212435
2,Consumables,Speed of Service,1354,-0.933167142
2,Consumables,Staff Appearance,170,-0.783898305
2,Consumables,Store Location,424,-0.619911674
2,Consumables,Store Pickup,49,-0.221666667
2,Consumables,Store Quality,2647,-0.475518539
2,Consumables,Style/Design,2523,-0.576667907
2,Consumables,Sufficient Floor Staff,695,-0.937907356
2,Consumables,Sufficient Registers,1669,-0.988704819
2,Consumables,Sufficient Space,60,-0.632638889
2,Consumables,Tidiness,2531,-1.016090037
2,Consumables,Toilets,239,-0.515754132
2,Consumables,Variety,8843,-0.691464277
2,Consumables,Warranty,5,0
2,Dry Grocery,Above & Beyond,108,0.085262346
2,Dry Grocery,As Advertised,127,-0.907226563
2,Dry Grocery,Atmosphere,110,-0.210565476
2,Dry Grocery,Attitude,3272,-0.517334177
2,Dry Grocery,Bagging,738,-0.615355925
2,Dry Grocery,Business Hours,243,-0.569672131
2,Dry Grocery,Cart Availability,334,-0.807748538
2,Dry Grocery,Cart Quality,361,-1.036666667
2,Dry Grocery,Checkout Wait Time,1928,-0.900468725
2,Dry Grocery,Cleanliness,1028,-0.800031716
2,Dry Grocery,Communication Skills,176,-0.9375
2,Dry Grocery,Condition,62,-0.616935484
2,Dry Grocery,Coupons,563,-0.542198582
2,Dry Grocery,Design,108,-0.661314985
2,Dry Grocery,Discounts,797,0.019991082
2,Dry Grocery,Ease of Checkout,239,-0.970188285
2,Dry Grocery,Ease of Parking,85,-0.605882353
2,Dry Grocery,Exchanges,92,-0.841145833
2,Dry Grocery,Express Lanes,154,-1.0859375
2,Dry Grocery,Features/Functionality,282,-0.353874269
2,Dry Grocery,Fees,15,-1.323529412
2,Dry Grocery,Financing,18,-0.541666667
2,Dry Grocery,Finding Help,1162,-0.698450182
2,Dry Grocery,Finding Items,2968,-0.664719485
2,Dry Grocery,Fitting Rooms,19,-1.285714286
2,Dry Grocery,Floor,26,-1.096153846
2,Dry Grocery,Friendliness,1486,-0.513150538
2,Dry Grocery,Greeting,628,-0.477781974
2,Dry Grocery,Heating/Cooling,99,-0.7425
2,Dry Grocery,Helpfulness,2034,-0.536658842
2,Dry Grocery,In-Store Advertising,3,-1.666666667
2,Dry Grocery,In-Store Navigation,1267,-0.768810708
2,Dry Grocery,Knowledge,846,-0.794347254
2,Dry Grocery,Layout Consistency,306,-0.818783069
2,Dry Grocery,Lighting,146,-0.856137387
2,Dry Grocery,Listening,101,-0.510016026
2,Dry Grocery,New Merchandise,305,-0.607901834
2,Dry Grocery,Noise,198,-1.156658497
2,Dry Grocery,Odor,117,-0.51795393
2,Dry Grocery,On Display,1937,-0.697817737
2,Dry Grocery,Price Matching,248,-0.473103234
2,Dry Grocery,Pricing/Value,13051,-0.330499931
2,Dry Grocery,Product Availability,27405,-0.779977896
2,Dry Grocery,Pros/Cons,33,-0.275
2,Dry Grocery,Quality of Staff,1735,-0.461408451
2,Dry Grocery,Quality/Reliability,2066,-0.554858877
2,Dry Grocery,Rebates,12,-0.416666667
2,Dry Grocery,Receipt & Payment,328,-0.612094395
2,Dry Grocery,Refunds,108,-0.72358631
2,Dry Grocery,Renovations,37,-0.796052632
2,Dry Grocery,Restrooms General,331,-0.675884956
2,Dry Grocery,Returns,805,-0.713474307
2,Dry Grocery,Room to Shop,2253,-1.05953727
2,Dry Grocery,Samples and Testers,247,-0.222222222
2,Dry Grocery,Self-Checkout,699,-0.737840136
2,Dry Grocery,Shopping Efficiency,748,0.146163149
2,Dry Grocery,Sinks,5,-0.55
2,Dry Grocery,Size,237,-0.629009763
2,Dry Grocery,Speed of Service,2194,-0.935168046
2,Dry Grocery,Staff Appearance,210,-0.686544343
2,Dry Grocery,Store Location,589,-0.539791667
2,Dry Grocery,Store Pickup,42,-0.505813953
2,Dry Grocery,Store Quality,4201,-0.3997806
2,Dry Grocery,Style/Design,6273,-0.624168111
2,Dry Grocery,Sufficient Floor Staff,813,-0.881535457
2,Dry Grocery,Sufficient Registers,2749,-0.913105595
2,Dry Grocery,Sufficient Space,112,-0.73119469
2,Dry Grocery,Tidiness,2405,-0.923485892
2,Dry Grocery,Toilets,41,-0.295731707
2,Dry Grocery,Variety,12780,-0.690789236
2,Dry Grocery,Warranty,14,-0.25
2,Entertainment,Above & Beyond,204,0.707524272
2,Entertainment,As Advertised,392,-1.001865672
2,Entertainment,Atmosphere,98,-0.42625
2,Entertainment,Attitude,3954,-0.323174323
2,Entertainment,Bagging,172,-0.804307116
2,Entertainment,Business Hours,213,-0.753941441
2,Entertainment,Cart Availability,190,-0.904336735
2,Entertainment,Cart Quality,146,-0.633389262
2,Entertainment,Checkout Wait Time,2292,-0.872085492
2,Entertainment,Cleanliness,477,-0.474733127
2,Entertainment,Communication Skills,181,-0.793682796
2,Entertainment,Condition,27,-0.638888889
2,Entertainment,Coupons,810,-0.664450355
2,Entertainment,Design,92,-0.543025362
2,Entertainment,Discounts,2004,0.78376925
2,Entertainment,Ease of Checkout,335,-1.051119942
2,Entertainment,Ease of Parking,42,-0.348214286
2,Entertainment,Exchanges,174,-0.908760684
2,Entertainment,Express Lanes,121,-0.760496183
2,Entertainment,Features/Functionality,331,-0.160190616
2,Entertainment,Fees,20,-0.547619048
2,Entertainment,Financing,308,-0.402623027
2,Entertainment,Finding Help,2713,-0.671984572
2,Entertainment,Finding Items,2115,-0.487054316
2,Entertainment,Fitting Rooms,30,-0.528225806
2,Entertainment,Floor,9,-1.069444444
2,Entertainment,Friendliness,1366,-0.437722737
2,Entertainment,Greeting,699,-0.156982759
2,Entertainment,Heating/Cooling,30,-0.122311828
2,Entertainment,Helpfulness,4515,-0.399431741
2,Entertainment,In-Store Advertising,195,-1.31292517
2,Entertainment,In-Store Navigation,988,-0.65004771
2,Entertainment,Knowledge,2019,-0.494194471
2,Entertainment,Layout Consistency,103,-0.811988994
2,Entertainment,Lighting,45,-0.502717391
2,Entertainment,Listening,227,0.354852092
2,Entertainment,New Merchandise,915,-0.273780598
2,Entertainment,Noise,508,-1.382825901
2,Entertainment,Odor,21,-0.5
2,Entertainment,On Display,2392,-0.589819914
2,Entertainment,Price Matching,248,-0.49454023
2,Entertainment,Pricing/Value,11169,0.076323623
2,Entertainment,Product Availability,9603,-0.691661649
2,Entertainment,Pros/Cons,31,-0.0703125
2,Entertainment,Quality of Staff,2434,-0.245935563
2,Entertainment,Quality/Reliability,1240,-0.691849694
2,Entertainment,Rebates,10,-0.538461538
2,Entertainment,Receipt & Payment,305,-0.839003165
