CAT_ID,CATEGORY,L2_CATEGORY,CATEGORY_GROUP,OSAT,TOTAL_DOCUMENTS,DETRACTOR_DOCUMENTS,PROMOTER_DOCUMENTS,NEUTRAL_DOCUMENTS,DET_CAT_INF_SCORE,PRO_CAT_INF_SCORE
117849,Body Care,Healthy & Beauty Aids,Consumables,7.570772059,4151,1017,1884,1250,3.19784E-06,1.33907E-06
118670,Fabric,Piece Goods & Crafts,Hard Lines,7.404670227,6934,1823,3178,1933,3.92555E-05,8.18784E-08
118741,Tennis & Racquet,Sporting Goods,Hard Lines,8.088082902,181,28,109,44,5.72213E-08,2.89995E-09
135844,Restrooms General,Restroom Cleanliness,Operations - Clean,8.01840114,44164,7848,22307,14009,0.000150352,1.22059E-06
117786,Undergarments,Womens,Apparel,7.447227191,553,145,211,197,6.19156E-07,3.82252E-07
118219,TV & Video,Electronics,Entertainment,7.850011591,12165,2448,6553,3164,9.32294E-06,4.07454E-07
118948,Watering & Irrigation,Horticulture,Home,7.458461538,612,161,262,189,3.99359E-06,6.00794E-07
119041,Musical,Toys,Toys and Seasonal,7.6625,78,21,40,17,1.74155E-08,6.84422E-09
135967,In-Store Advertising,Visually Appealing,Operations - Clean,7.755963303,542,117,255,170,9.4501E-07,1.98547E-06
135898,Noise,Store Atmosphere,Operations - Clean,7.568890163,13250,3240,6028,3982,5.44901E-05,7.17158E-05
117954,Accessories,Pet & Supplies,Consumables,7.835629921,1968,402,959,607,4.00091E-06,3.01004E-08
118043,Canned Proteins,Canned Goods,Dry Grocery,7.471153846,509,138,217,154,7.84919E-07,1.9844E-07
118172,Books,Books & Magazines,Entertainment,7.93146738,8782,1675,4588,2519,7.21063E-06,2.35749E-07
118609,Gasoline,Gasoline,Hard Lines,8.082140757,4915,889,2847,1179,6.07313E-06,4.84754E-06
135941,Condition,Store Cleanliness,Operations - Clean,7.693027211,4679,1124,2372,1183,0.00023988,3.94689E-07
81663,Checkout Wait Time,Check-Out,Operations - Fast,7.603048465,274205,62889,129251,82065,0.010555212,0.001364879
136350,Fees,Returns & Refunds,Operations - Price/Value,7.419708029,767,212,365,190,1.04918E-06,2.73918E-07
118139,Fruit & Nuts,Snacks,Dry Grocery,7.569,3762,916,1667,1179,2.18138E-06,8.0219E-07
118433,Meats,Deli,Fresh Foods,7.477104874,5296,1350,2342,1604,3.48358E-05,3.96405E-06
118508,Beef,Proteins,Fresh Foods,7.774701827,8419,1766,4092,2561,5.85948E-06,4.37599E-06
117543,Belts,Accessories,Apparel,7.25390625,477,150,209,118,4.35874E-07,1.3909E-07
118845,Linens,Bath and Shower,Home,7.643382353,252,53,135,64,9.20713E-07,2.49773E-07
118705,Game Room,Sporting Goods,Hard Lines,7.5,161,42,72,47,4.2212E-07,8.58138E-08
136097,Store Quality,Store Organization & Convenience,Operations - Fast,8.412453464,319345,44696,208132,66517,0.002717955,7.62134E-05
118396,Dairy Department,Dairy,Fresh Foods,7.547092858,10289,2467,4402,3420,2.36951E-05,6.30552E-06
118776,Eye Care,Eye Center,Health & Wellness,7.40797546,311,84,134,93,3.46154E-08,3.88313E-08
117637,Undergarments,Boys,Apparel,7.038461538,51,16,18,17,3.25967E-08,3.72806E-08
119012,Mardi Gras,Seasonal,Toys and Seasonal,7.411764706,17,4,7,6,3.81729E-07,8.7985E-10
136036,Speed of Service,In & Out,Operations - Fast,7.595075025,266221,63185,125190,77846,0.002286067,0.001067663
117994,Mixes & Fillings,Baking,Dry Grocery,7.393232205,834,228,386,220,6.50513E-07,2.20147E-07
118872,Appliances,Cook and Dine,Home,7.353351206,1753,490,785,478,1.49953E-06,3.70753E-07
120208,Frozen Meats & Seafood,Frozen Proteins & Meals,Frozen Foods,7.697776157,2680,578,1213,889,1.99873E-06,8.43534E-07
117695,Necklaces,Jewelry,Apparel,7.009803922,95,27,41,27,6.12133E-06,4.57718E-09
118299,Photo Gifts,Photo Center,Entertainment,6.9,10,2,2,6,4.94057E-10,1.3457E-07
117646,Bottoms,Girls,Apparel,6.991666667,117,40,46,31,6.85383E-07,2.74595E-08
117817,Fragrances,Cosmetics and Skincare,Consumables,7.933988764,1358,261,729,368,1.64562E-06,3.69466E-08
118177,Periodicals,Books & Magazines,Entertainment,7.971253823,3119,593,1665,861,1.29646E-06,3.85471E-08
118292,Photo Center General,Photo Center,Entertainment,6.832055495,2643,937,1080,626,0.000117809,1.90286E-06
118909,Wall Hangings,Home Decor,Home,8.057986482,2618,475,1471,672,8.21344E-07,1.57844E-06
118931,Garden Center General,Horticulture,Home,7.633867009,8273,1951,3990,2332,3.00301E-05,5.69411E-06
136331,Financing,Lowest Prices,Operations - Price/Value,8.056379822,7514,1257,4472,1785,4.63906E-06,6.78787E-06
118268,CDs,Media & Gaming,Entertainment,7.998063267,4368,786,2411,1171,6.81683E-07,7.51196E-08
118834,Vaccines,Pharmacy Rx,Health & Wellness,8.262443439,211,36,131,44,3.06115E-07,6.36069E-07
117804,Eyes,Cosmetics and Skincare,Consumables,7.035643564,482,164,168,150,6.34324E-07,7.05629E-08
118618,Bathroom Materials,Hardware,Hard Lines,7.658536585,41,9,19,13,7.38581E-08,1.39902E-07
76187,Green Movement,Trends,Marketing,7.929498721,19793,3462,9265,7066,6.96859E-06,1.86025E-05
76387,Honesty / Trust,Brand,Marketing,6.520180496,7776,3085,2886,1805,0.000709777,1.6028E-07
329884,In-Store Navigation,Store Organization & Convenience,Operations - Fast,8.017767401,72582,12288,37554,22740,0.00026866,0.000172473
136318,Coupons,Deals,Operations - Price/Value,7.176086551,32834,8897,15035,8902,4.92679E-05,1.2489E-05
118402,Eggs,Dairy,Fresh Foods,7.353728814,5361,1449,2279,1633,1.16268E-05,2.4319E-06
118729,Sports,Sporting Goods,Hard Lines,7.801943994,20928,4420,10616,5892,5.04946E-05,3.35014E-07
118943,Live Plants & Goods,Horticulture,Home,8.150839401,18404,2884,10397,5123,1.07876E-06,2.49007E-07
76201,False Advertising,Advertising,Marketing,4.903930131,453,280,77,96,6.4433E-05,2.59768E-07
136043,Store Pickup,In & Out,Operations - Fast,7.011840325,2851,915,1167,769,5.67402E-05,2.53465E-06
117960,Food,Pet & Supplies,Consumables,7.647726249,20761,4779,9565,6417,1.78618E-05,1.10157E-05
118695,Exercise & Fitness,Sporting Goods,Hard Lines,8.482625483,513,59,323,131,3.34423E-08,1.94986E-08
118926,Fertilizer & Soil,Horticulture,Home,7.440543601,1647,428,752,467,4.39325E-06,6.37402E-07
117676,Undergarments,Girls,Apparel,7.322033898,57,15,21,21,3.65181E-08,9.91826E-08
135931,Cleanliness,Store Cleanliness,Operations - Clean,7.89936598,139786,28719,73203,37864,0.000723649,1.30147E-05
118574,"Battery, Engine, Transmission",Automotive,Hard Lines,6.780487805,677,248,294,135,8.80716E-06,2.86097E-07
76249,Web,Advertising,Marketing,6.334677419,734,313,236,185,9.47875E-07,7.49726E-08
117690,Earrings,Jewelry,Apparel,7.265454545,260,76,122,62,6.95166E-07,3.1322E-09
118263,Blu Ray,Media & Gaming,Entertainment,7.784537389,1516,316,738,462,9.59602E-07,2.62846E-08
118600,Tires,Automotive,Hard Lines,6.503332099,4609,1688,1934,987,5.27671E-05,2.08734E-06
118891,Luggage,Furniture and Luggage,Home,7.739130435,218,43,99,76,5.64104E-06,1.39186E-08
117594,Tops,Baby,Apparel,7.559139785,93,25,42,26,2.67097E-06,4.34762E-07
118011,Coffee & Tea,Beverages,Dry Grocery,7.687081792,11921,2741,5859,3321,5.25738E-06,4.28033E-06
118413,Yogurt,Dairy,Fresh Foods,7.585798817,5900,1383,2575,1942,4.36263E-06,1.22667E-06
118823,Pharmacy Department,Pharmacy Rx,Health & Wellness,8.040440277,56055,10913,32793,12349,0.0010353,6.74082E-06
117564,Scarves,Accessories,Apparel,7.304635762,146,39,63,44,1.16996E-06,6.00413E-09
117735,Swimwear,Men's,Apparel,7.166666667,24,7,10,7,1.37448E-08,3.5234E-08
