CAT_ID,Category,L2_Category,Category_Group,OSAT,Total_Documents,Detractor_Documents,Promoter_Documents,Neutral_Documents,DET_CAT_INF_SCORE,PRO_CAT_INF_SCORE
135844,Restrooms General,Restroom Cleanliness,Operations - Clean,8.066272462,37818,6422,19399,11997,8.12936E-05,1.19126E-06
118219,TV & Video,Electronics,Entertainment,7.745042493,6574,1433,3362,1779,1.08206E-05,3.65337E-06
135967,In-Store Advertising,Visually Appealing,Operations - Clean,7.85583524,434,88,216,130,1.54354E-06,4.57548E-06
118948,Watering & Irrigation,Horticulture,Home,7.458490566,493,126,209,158,3.80361E-06,7.99862E-07
117786,Undergarments,Womens,Apparel,7.536299766,424,106,167,151,1.50127E-06,8.11222E-07
119041,Musical,Toys,Toys and Seasonal,7.683333333,58,16,30,12,1.7257E-07,2.68679E-08
135898,Noise,Store Atmosphere,Operations - Clean,7.653198026,10178,2329,4767,3082,4.03531E-05,7.58152E-05
118172,Books,Books & Magazines,Entertainment,7.809075816,4868,1014,2457,1397,8.78466E-06,3.70431E-06
118043,Canned Proteins,Canned Goods,Dry Grocery,7.436507937,367,99,155,113,7.25787E-07,3.21447E-07
118609,Gasoline,Gasoline,Hard Lines,7.817350051,2832,626,1504,702,1.14184E-05,3.98582E-06
117954,Accessories,Pet & Supplies,Consumables,7.755957272,1172,245,539,388,2.04838E-06,1.81331E-06
81663,Checkout Wait Time,Check-Out,Operations - Fast,7.659859898,216181,47545,103346,65290,0.005915179,0.001701162
118508,Beef,Proteins,Fresh Foods,7.715760962,5434,1169,2546,1719,4.00422E-06,3.69324E-06
118705,Game Room,Sporting Goods,Hard Lines,7.650793651,118,30,55,33,7.96988E-08,6.24434E-08
118139,Fruit & Nuts,Snacks,Dry Grocery,7.536853296,2666,658,1139,869,2.84128E-06,1.23841E-06
136350,Fees,Returns & Refunds,Operations - Price/Value,7.4336,581,156,270,155,1.52605E-06,5.57305E-07
135941,Condition,Store Cleanliness,Operations - Clean,7.809754783,3691,821,1960,910,0.0002266,5.85269E-07
117543,Belts,Accessories,Apparel,7.339378238,360,107,163,90,2.64855E-07,1.83831E-07
118433,Meats,Deli,Fresh Foods,7.392338177,3697,993,1553,1151,1.55929E-05,5.28677E-06
118845,Linens,Bath and Shower,Home,7.586021505,171,39,90,42,3.03117E-08,6.4879E-08
118396,Dairy Department,Dairy,Fresh Foods,7.556655379,7497,1780,3211,2506,1.67024E-05,1.05199E-05
136097,Store Quality,Store Organization & Convenience,Operations - Fast,8.452076564,233221,31893,154132,47196,0.003230716,9.11213E-05
118776,Eye Care,Eye Center,Health & Wellness,7.322429907,203,58,90,55,8.43024E-08,1.00957E-07
117637,Undergarments,Boys,Apparel,7.025,39,12,14,13,2.49113E-08,9.02234E-08
136036,Speed of Service,In & Out,Operations - Fast,7.666724226,218988,49455,104878,64655,0.001512743,0.001347102
117994,Mixes & Fillings,Baking,Dry Grocery,7.530351438,613,154,286,173,4.80181E-07,3.42202E-07
120208,Frozen Meats & Seafood,Frozen Proteins & Meals,Frozen Foods,7.647569444,1680,375,736,569,1.53602E-06,8.26762E-07
118872,Appliances,Cook and Dine,Home,7.393108849,1199,327,532,340,7.74954E-07,4.97228E-07
117695,Necklaces,Jewelry,Apparel,7.075757576,64,17,26,21,5.9207E-06,4.09738E-09
118931,Garden Center General,Horticulture,Home,7.577089337,6695,1627,3142,1926,3.32833E-05,9.32835E-06
118292,Photo Center General,Photo Center,Entertainment,6.847623486,2066,723,839,504,6.54166E-05,2.40486E-06
118177,Periodicals,Books & Magazines,Entertainment,7.877106046,1900,388,990,522,1.19512E-06,1.4194E-06
117817,Fragrances,Cosmetics and Skincare,Consumables,7.725513906,777,168,382,227,3.24308E-06,9.49908E-07
118909,Wall Hangings,Home Decor,Home,8.044651619,1872,341,1036,495,6.65493E-07,2.3032E-06
117646,Bottoms,Girls,Apparel,7.036585366,81,27,34,20,4.26587E-07,6.31443E-08
118618,Bathroom Materials,Hardware,Hard Lines,7.896551724,29,5,16,8,2.69436E-08,1.07741E-06
136331,Financing,Lowest Prices,Operations - Price/Value,7.98709206,3784,673,2228,883,3.41496E-06,6.22654E-06
118834,Vaccines,Pharmacy Rx,Health & Wellness,7.884892086,130,27,67,36,3.35656E-07,4.17502E-07
118268,CDs,Media & Gaming,Entertainment,7.880907372,2436,466,1266,704,1.55094E-06,1.36393E-06
117804,Eyes,Cosmetics and Skincare,Consumables,7.014124294,342,116,114,112,5.67235E-07,4.71125E-07
76187,Green Movement,Trends,Marketing,7.890873156,13249,2381,6087,4781,6.4153E-06,2.23363E-05
329884,In-Store Navigation,Store Organization & Convenience,Operations - Fast,8.059800126,58991,9601,30809,18581,0.000167411,0.000230005
136318,Coupons,Deals,Operations - Price/Value,7.012861736,19032,5663,8221,5148,5.08977E-05,9.14471E-06
76387,Honesty / Trust,Brand,Marketing,6.483944954,5522,2208,2022,1292,0.000319308,8.83604E-08
118729,Sports,Sporting Goods,Hard Lines,7.624878885,12935,3011,6036,3888,5.83368E-05,1.62859E-05
118943,Live Plants & Goods,Horticulture,Home,7.969240599,9962,1785,5285,2892,9.5952E-06,2.09727E-07
118402,Eggs,Dairy,Fresh Foods,7.397386254,3726,964,1584,1178,7.91984E-06,3.20711E-06
117960,Food,Pet & Supplies,Consumables,7.603258298,13793,3200,6162,4431,1.78589E-05,1.76451E-05
118695,Exercise & Fitness,Sporting Goods,Hard Lines,8.339712919,207,29,123,55,4.69215E-07,1.99392E-08
136043,Store Pickup,In & Out,Operations - Fast,7.053142329,2091,653,864,574,3.04394E-05,4.33481E-06
118926,Fertilizer & Soil,Horticulture,Home,7.345679012,1194,324,523,347,1.3045E-05,1.30259E-06
117676,Undergarments,Girls,Apparel,7.043478261,44,14,13,17,1.95726E-07,2.95376E-07
76201,False Advertising,Advertising,Marketing,5.264615385,321,179,63,79,6.31794E-05,6.01339E-07
135931,Cleanliness,Store Cleanliness,Operations - Clean,7.932679869,113321,22688,59787,30846,0.000595364,1.67565E-05
118574,"Battery, Engine, Transmission",Automotive,Hard Lines,6.742553191,455,171,191,93,1.08775E-05,3.32734E-07
76249,Web,Advertising,Marketing,6.371747212,529,219,170,140,1.71712E-06,9.04486E-08
118600,Tires,Automotive,Hard Lines,6.352689323,3146,1217,1247,682,4.83183E-05,1.75695E-06
118263,Blu Ray,Media & Gaming,Entertainment,7.593201754,868,201,382,285,3.1832E-07,1.91518E-07
118891,Luggage,Furniture and Luggage,Home,7.560240964,156,34,62,60,1.02449E-05,5.42583E-07
117690,Earrings,Jewelry,Apparel,7.038251366,171,54,77,40,5.15103E-07,4.31531E-08
118823,Pharmacy Department,Pharmacy Rx,Health & Wellness,7.989328503,41899,8407,23892,9600,0.001274972,6.44881E-06
118011,Coffee & Tea,Beverages,Dry Grocery,7.734771009,8455,1875,4158,2422,4.56062E-06,6.00458E-06
118413,Yogurt,Dairy,Fresh Foods,7.518899522,3951,957,1648,1346,2.5407E-06,1.68265E-06
117564,Scarves,Accessories,Apparel,7.075757576,63,20,26,17,1.83458E-07,3.25938E-07
117594,Tops,Baby,Apparel,7.5,64,16,27,21,1.99648E-06,9.24762E-07
117735,Swimwear,Men's,Apparel,7.136363636,22,6,9,7,8.08784E-08,7.01931E-08
