id	rate
38023	0.02
38025	0.02
38027	0.02
38029	0.02
38031	0.02
38033	0.02
38035	0.02
38037	0.02
38039	0.02
38041	0.02
38043	0.02
38045	0.02
38047	0.02
38049	0.02
38051	0.02
38053	0.02
38055	0.02
38057	0.02
38059	0.02
38061	0.02
38063	0.02
38065	0.02
38067	0.02
38069	0.02
38071	0.02
38073	0.02
38075	0.02
38077	0.02
38079	0.02
38081	0.02
38083	0.02
38085	0.02
38087	0.02
38089	0.02
38091	0.02
38093	0.02
38095	0.02
38097	0.02
38099	0.02
38101	0.02
38103	0.02
38105	0.02
39001	0.02
39003	0.02
39005	0.02
39007	0.02
39009	0.02
39011	0.02
39013	0.02
39015	0.02
39017	0.02
39019	0.02
39021	0.02
39023	0.02
39025	0.02
39027	0.02
39029	0.02
39031	0.02
39033	0.02
39035	0.02
39037	0.02
39039	0.02
39041	0.02
39043	0.02
39045	0.02
39047	0.02
39049	0.02
39051	0.02
39053	0.02
39055	0.02
39057	0.02
39059	0.02
39061	0.02
39063	0.02
39065	0.02
39067	0.02
39069	0.02
39071	0.02
39073	0.02
39075	0.02
39077	0.02
39079	0.02
39081	0.02
39083	0.02
39085	0.02
39087	0.02
39089	0.02
39091	0.02
39093	0.02
39095	0.02
39097	0.02
39099	0.02
39101	0.02
39103	0.02
39105	0.02
39107	0.02
39109	0.02
39111	0.02
39113	0.02
39115	0.02
39117	0.02
39119	0.02
39121	0.02
39123	0.02
39125	0.02
39127	0.02
39129	0.02
39131	0.02
39133	0.02
39135	0.02
39137	0.02
39139	0.02
39141	0.02
39143	0.02
39145	0.02
39147	0.02
39149	0.02
39151	0.02
39153	0.02
39155	0.02
39157	0.02
39159	0.02
39161	0.02
39163	0.02
39165	0.02
39167	0.02
39169	0.02
39171	0.02
39173	0.02
39175	0.02
40001	0.02
40003	0.02
40005	0.02
40007	0.02
40009	0.02
40011	0.02
40013	0.02
40015	0.02
40017	0.02
40019	0.02
40021	0.02
40023	0.02
40025	0.02
40027	0.02
40029	0.02
40031	0.02
40033	0.02
40035	0.02
40037	0.02
40039	0.02
40041	0.02
40043	0.02
40045	0.02
40047	0.02
40049	0.02
40051	0.02
40053	0.02
40055	0.02
40057	0.02
40059	0.02
40061	0.02
40063	0.02
40065	0.02
40067	0.02
40069	0.02
40071	0.02
40073	0.02
40075	0.02
40077	0.02
40079	0.02
40081	0.02
40083	0.02
40085	0.02
40087	0.02
40089	0.02
40091	0.02
40093	0.02
40095	0.02
40097	0.02
40099	0.02
40101	0.02
40103	0.02
40105	0.02
40107	0.02
40109	0.02
40111	0.02
40113	0.02
40115	0.02
40117	0.02
40119	0.02
40121	0.02
40123	0.02
40125	0.02
40127	0.02
40129	0.02
40131	0.02
40133	0.02
40135	0.02
40137	0.02
40139	0.02
40141	0.02
40143	0.02
40145	0.02
40147	0.02
40149	0.02
40151	0.02
40153	0.02
41001	0.02
41003	0.02
41005	0.02
41007	0.02
41009	0.02
41011	0.02
41013	0.02
41015	0.02
41017	0.02
41019	0.02
41021	0.02
41023	0.02
41025	0.02
41027	0.02
41029	0.02
41031	0.02
41033	0.02
41035	0.02
41037	0.02
41039	0.02
41041	0.02
41043	0.02
41045	0.02
41047	0.02
41049	0.02
41051	0.02
41053	0.02
41055	0.02
41057	0.02
41059	0.02
41061	0.02
41063	0.02
41065	0.02
41067	0.02
41069	0.02
41071	0.02
42001	0.02
42003	0.02
42005	0.02
42007	0.02
42009	0.02
42011	0.02
42013	0.02
42015	0.02
42017	0.02
42019	0.02
42021	0.02
42023	0.02
42025	0.02
42027	0.02
42029	0.02
42031	0.02
42033	0.02
42035	0.02
42037	0.02
42039	0.02
42041	0.02
42043	0.02
42045	0.02
42047	0.02
42049	0.02
42051	0.02
42053	0.02
42055	0.02
42057	0.02
42059	0.02
42061	0.02
42063	0.02
42065	0.02
42067	0.02
42069	0.02
42071	0.02
42073	0.02
42075	0.02
42077	0.02
42079	0.02
42081	0.02
42083	0.02
42085	0.02
42087	0.02
42089	0.02
42091	0.02
42093	0.02
42095	0.02
42097	0.02
42099	0.02
42101	0.02
42103	0.02
42105	0.02
42107	0.02
42109	0.02
42111	0.02
42113	0.02
42115	0.02
42117	0.02
42119	0.02
42121	0.02
42123	0.02
42125	0.02
42127	0.02
42129	0.02
42131	0.02
42133	0.02
44001	0.02
44003	0.02
44005	0.02
44007	0.02
44009	0.02
45001	0.02
45003	0.02
45005	0.02
45007	0.02
45009	0.02
45011	0.02
45013	0.02
45015	0.02
45017	0.02
45019	0.02
45021	0.02
45023	0.02
45025	0.02
45027	0.02
45029	0.02
45031	0.02
45033	0.02
45035	0.02
45037	0.02
45039	0.02
45041	0.02
45043	0.02
45045	0.02
45047	0.02
45049	0.02
45051	0.02
45053	0.02
45055	0.02
45057	0.02
45059	0.02
45061	0.02
45063	0.02
45065	0.02
45067	0.02
45069	0.02
45071	0.02
45073	0.02
45075	0.02
45077	0.02
45079	0.02
45081	0.02
45083	0.02
45085	0.02
45087	0.02
45089	0.02
45091	0.02
46003	0.02
46005	0.02
46007	0.02
46009	0.02
46011	0.02
46013	0.02
46015	0.02
46017	0.02
46019	0.02
46021	0.02
46023	0.02
46025	0.02
46027	0.02
46029	0.02
46031	0.02
46033	0.02
46035	0.02
46037	0.02
46039	0.02
46041	0.02
46043	0.02
46045	0.02
46047	0.02
46049	0.02
46051	0.02
46053	0.02
46055	0.02
46057	0.02
46059	0.02
46061	0.02
46063	0.02
46065	0.02
46067	0.02
46069	0.02
46071	0.02
46073	0.02
46075	0.02
46077	0.02
46079	0.02
46081	0.02
46083	0.02
46085	0.02
46087	0.02
46089	0.02
46091	0.02
46093	0.02
46095	0.02
46097	0.02
46099	0.02
46101	0.02
46103	0.02
46105	0.02
46107	0.02
46109	0.02
46111	0.02
46113	0.02
46115	0.02
46117	0.02
46119	0.02
46121	0.02
46123	0.02
46125	0.02
46127	0.02
46129	0.02
46135	0.02
46137	0.02
47001	0.02
47003	0.02
47005	0.02
47007	0.02
47009	0.02
47011	0.02
47013	0.02
47015	0.02
47017	0.02
47019	0.02
47021	0.02
47023	0.02
47025	0.02
47027	0.02
47029	0.02
47031	0.02
47033	0.02
47035	0.02
47037	0.02
47039	0.02
47041	0.02
47043	0.02
47045	0.02
47047	0.02
47049	0.02
47051	0.02
47053	0.02
47055	0.02
47057	0.02
47059	0.02
47061	0.02
47063	0.02
47065	0.02
47067	0.02
47069	0.02
47071	0.02
47073	0.02
47075	0.02
47077	0.02
47079	0.02
47081	0.02
47083	0.02
47085	0.02
47087	0.02
47089	0.02
47091	0.02
47093	0.02
47095	0.02
47097	0.02
47099	0.02
47101	0.02
47103	0.02
47105	0.02
47107	0.02
47109	0.02
47111	0.02
47113	0.02
47115	0.02
47117	0.02
47119	0.02
47121	0.02
47123	0.02
47125	0.02
47127	0.02
47129	0.02
47131	0.02
47133	0.02
47135	0.02
47137	0.02
47139	0.02
47141	0.02
47143	0.02
47145	0.02
47147	0.02
47149	0.02
47151	0.02
47153	0.02
47155	0.02
47157	0.02
47159	0.02
47161	0.02
47163	0.02
47165	0.02
47167	0.02
47169	0.02
47171	0.02
47173	0.02
47175	0.02
47177	0.02
47179	0.02
47181	0.02
47183	0.02
47185	0.02
47187	0.02
47189	0.02
48001	0.02
48003	0.02
48005	0.02
48007	0.02
48009	0.02
48011	0.02
48013	0.02
48015	0.02
48017	0.02
48019	0.02
48021	0.02
48023	0.02
48025	0.02
48027	0.02
48029	0.02
48031	0.02
48033	0.02
48035	0.02
48037	0.02
48039	0.02
48041	0.02
48043	0.02
48045	0.02
48047	0.02
48049	0.02
48051	0.02
48053	0.02
48055	0.02
48057	0.02
48059	0.02
48061	0.02
48063	0.02
48065	0.02
48067	0.02
48069	0.02
48071	0.02
48073	0.02
48075	0.02
48077	0.02
48079	0.02
48081	0.02
48083	0.02
48085	0.02
48087	0.02
48089	0.02
48091	0.02
48093	0.02
48095	0.02
48097	0.02
48099	0.02
48101	0.02
48103	0.02
48105	0.02
48107	0.02
48109	0.02
48111	0.02
48113	0.02
48115	0.02
48117	0.02
48119	0.02
48121	0.02
48123	0.02
48125	0.02
48127	0.02
48129	0.02
48131	0.02
48133	0.02
48135	0.02
48137	0.02
48139	0.02
48141	0.02
48143	0.02
48145	0.02
48147	0.02
48149	0.02
48151	0.02
48153	0.02
48155	0.02
48157	0.02
48159	0.02
48161	0.02
48163	0.02
48165	0.02
48167	0.02
48169	0.02
48171	0.02
48173	0.02
48175	0.02
48177	0.02
48179	0.02
48181	0.02
48183	0.02
48185	0.02
48187	0.02
48189	0.02
48191	0.02
48193	0.02
48195	0.02
48197	0.02
48199	0.02
48201	0.02
48203	0.02
48205	0.02
48207	0.02
48209	0.02
48211	0.02
48213	0.02
48215	0.02
48217	0.02
48219	0.02
48221	0.02
48223	0.02
48225	0.02
48227	0.02
48229	0.02
48231	0.02
48233	0.02
48235	0.02
48237	0.02
48239	0.02
48241	0.02
48243	0.02
48245	0.02
48247	0.02
48249	0.02
48251	0.02
48253	0.02
48255	0.02
48257	0.02
48259	0.02
48261	0.02
48263	0.02
48265	0.02
48267	0.02
48269	0.02
48271	0.02
48273	0.02
48275	0.02
48277	0.02
48279	0.02
48281	0.02
48283	0.02
48285	0.02
48287	0.02
48289	0.02
48291	0.02
48293	0.02
48295	0.02
48297	0.02
48299	0.02
48301	0.02
48303	0.02
48305	0.02
48307	0.02
48309	0.02
48311	0.02
48313	0.02
48315	0.02
48317	0.02
48319	0.02
48321	0.02
48323	0.02
48325	0.02
48327	0.02
48329	0.02
48331	0.02
48333	0.02
48335	0.02
48337	0.02
48339	0.02
48341	0.02
48343	0.02
48345	0.02
48347	0.02
48349	0.02
48351	0.02
48353	0.02
48355	0.02
48357	0.02
48359	0.02
48361	0.02
48363	0.02
48365	0.02
48367	0.02
48369	0.02
48371	0.02
48373	0.02
48375	0.02
48377	0.02
48379	0.02
48381	0.02
48383	0.02
48385	0.02
48387	0.02
48389	0.02
48391	0.02
48393	0.02
48395	0.02
48397	0.02
48399	0.02
48401	0.02
48403	0.02
48405	0.02
48407	0.02
48409	0.02
48411	0.02
48413	0.02
48415	0.02
48417	0.02
48419	0.02
48421	0.02
48423	0.02
48425	0.02
48427	0.02
48429	0.02
48431	0.02
48433	0.02
48435	0.02
48437	0.02
48439	0.02
48441	0.02
48443	0.02
48445	0.02
48447	0.02
48449	0.02
48451	0.02
48453	0.02
48455	0.02
48457	0.02
48459	0.02
48461	0.02
48463	0.02
48465	0.02
48467	0.02
48469	0.02
48471	0.02
48473	0.02
48475	0.02
48477	0.02
48479	0.02
48481	0.02
48483	0.02
48485	0.02
48487	0.02
48489	0.02
48491	0.02
48493	0.02
48495	0.02
48497	0.02
48499	0.02
48501	0.02
48503	0.02
48505	0.02
48507	0.02
49001	0.02
49003	0.02
49005	0.02
49007	0.02
49009	0.02
49011	0.02
49013	0.02
49015	0.02
49017	0.02
49019	0.02
49021	0.02
49023	0.02
49025	0.02
49027	0.02
49029	0.02
49031	0.02
49033	0.02
49035	0.02
49037	0.02
49039	0.02
49041	0.02
49043	0.02
49045	0.02
49047	0.02
49049	0.02
49051	0.02
49053	0.02
49055	0.02
49057	0.02
50001	0.02
50003	0.02
50005	0.02
50007	0.02
50009	0.02
50011	0.02
50013	0.02
50015	0.02
50017	0.02
50019	0.02
50021	0.02
50023	0.02
50025	0.02
50027	0.02
51001	0.02
51003	0.02
51005	0.02
51007	0.02
51009	0.02
51011	0.02
51013	0.02
51015	0.02
51017	0.02
51019	0.02
51021	0.02
51023	0.02
51025	0.02
51027	0.02
51029	0.02
51031	0.02
51033	0.02
51035	0.02
51036	0.02
51037	0.02
51041	0.02
51043	0.02
51045	0.02
51047	0.02
51049	0.02
51051	0.02
51053	0.02
51057	0.02
51059	0.02
51061	0.02
51063	0.02
51065	0.02
51067	0.02
51069	0.02
51071	0.02
51073	0.02
51075	0.02
51077	0.02
51079	0.02
51081	0.02
51083	0.02
51085	0.02
51087	0.02
51089	0.02
51091	0.02
51093	0.02
51095	0.02
51097	0.02
51099	0.02
51101	0.02
51103	0.02
51105	0.02
51107	0.02
51109	0.02
51111	0.02
51113	0.02
51115	0.02
51117	0.02
51119	0.02
51121	0.02
51125	0.02
51127	0.02
51131	0.02
51133	0.02
51135	0.02
51137	0.02
51139	0.02
51141	0.02
51143	0.02
51145	0.02
51147	0.02
51149	0.02
51153	0.02
51155	0.02
51157	0.02
51159	0.02
51161	0.02
51163	0.02
51165	0.02
51167	0.02
51169	0.02
51171	0.02
51173	0.02
51175	0.02
51177	0.02
51179	0.02
51181	0.02
51183	0.02
51185	0.02
51187	0.02
51191	0.02
51193	0.02
51195	0.02
51197	0.02
51199	0.02
51510	0.02
51515	0.02
51520	0.02
51530	0.02
51540	0.02
51550	0.02
51570	0.02
51580	0.02
51590	0.02
51595	0.02
51600	0.02
51610	0.02
51620	0.02
51630	0.02
51640	0.02
51650	0.02
51660	0.02
51670	0.02
51678	0.02
51680	0.02
51683	0.02
51685	0.02
51690	0.02
51700	0.02
51710	0.02
51720	0.02
51730	0.02
51735	0.02
51740	0.02
51750	0.02
51760	0.02
51770	0.02
51775	0.02
51790	0.02
51800	0.02
51810	0.02
51820	0.02
51830	0.02
51840	0.02
53001	0.02
53003	0.02
53005	0.02
53007	0.02
53009	0.02
53011	0.02
53013	0.02
53015	0.02
53017	0.02
53019	0.02
53021	0.02
53023	0.02
53025	0.02
53027	0.02
53029	0.02
53031	0.02
53033	0.02
53035	0.02
53037	0.02
53039	0.02
53041	0.02
53043	0.02
53045	0.02
53047	0.02
53049	0.02
53051	0.02
53053	0.02
53055	0.02
53057	0.02
53059	0.02
53061	0.02
53063	0.02
53065	0.02
53067	0.02
53069	0.02
53071	0.02
53073	0.02
53075	0.02
53077	0.02
54001	0.02
54003	0.02
54005	0.02
54007	0.02
54009	0.02
54011	0.02
54013	0.02
54015	0.02
54017	0.02
54019	0.02
54021	0.02
54023	0.02
54025	0.02
54027	0.02
54029	0.02
54031	0.02
54033	0.02
54035	0.02
54037	0.02
54039	0.02
54041	0.02
54043	0.02
54045	0.02
54047	0.02
54049	0.02
54051	0.02
54053	0.02
54055	0.02
54057	0.02
54059	0.02
54061	0.02
54063	0.02
54065	0.02
54067	0.02
54069	0.02
54071	0.02
54073	0.02
54075	0.02
54077	0.02
54079	0.02
54081	0.02
54083	0.02
54085	0.02
54087	0.02
54089	0.02
54091	0.02
54093	0.02
54095	0.02
54097	0.02
54099	0.02
54101	0.02
54103	0.02
54105	0.02
54107	0.02
54109	0.02
55001	0.02
55003	0.02
55005	0.02
55007	0.02
55009	0.02
55011	0.02
55013	0.02
55015	0.02
55017	0.02
55019	0.02
55021	0.02
55023	0.02
55025	0.02
55027	0.02
55029	0.02
55031	0.02
55033	0.02
55035	0.02
55037	0.02
55039	0.02
55041	0.02
55043	0.02
55045	0.02
55047	0.02
55049	0.02
55051	0.02
55053	0.02
55055	0.02
55057	0.02
55059	0.02
55061	0.02
55063	0.02
55065	0.02
55067	0.02
55069	0.02
55071	0.02
55073	0.02
55075	0.02
55077	0.02
55078	0.02
55079	0.02
55081	0.02
55083	0.02
55085	0.02
55087	0.02
55089	0.02
55091	0.02
55093	0.02
55095	0.02
55097	0.02
55099	0.02
55101	0.02
55103	0.02
55105	0.02
55107	0.02
55109	0.02
55111	0.02
55113	0.02
55115	0.02
55117	0.02
55119	0.02
55121	0.02
55123	0.02
55125	0.02
55127	0.02
55129	0.02
55131	0.02
55133	0.02
55135	0.02
55137	0.02
55139	0.02
55141	0.02
56001	0.02
56003	0.02
56005	0.02
56007	0.02
56009	0.02
56011	0.02
56013	0.02
56015	0.02
56017	0.02
56019	0.02
56021	0.02
56023	0.02
56025	0.02
56027	0.02
56029	0.02
56031	0.02
56033	0.02
56035	0.02
56037	0.02
56039	0.02
56041	0.02
56043	0.02
56045	0.02
72001	0.02
72003	0.02
72005	0.02
72007	0.02
72009	0.02
72011	0.02
72013	0.02
72015	0.02
72017	0.02
72019	0.02
72021	0.02
72023	0.02
72025	0.02
72027	0.02
72029	0.02
72031	0.02
72033	0.02
72035	0.02
72037	0.02
72039	0.02
72041	0.02
72043	0.02
72045	0.02
72047	0.02
72049	0.02
72051	0.02
72053	0.02
72054	0.02
72055	0.02
72057	0.02
72059	0.02
72061	0.02
72063	0.02
72065	0.02
72067	0.02
72069	0.02
72071	0.02
72073	0.02
72075	0.02
72077	0.02
72079	0.02
72081	0.02
72083	0.02
72085	0.02
72087	0.02
72089	0.02
72091	0.02
72093	0.02
72095	0.02
72097	0.02
72099	0.02
72101	0.02
72103	0.02
72105	0.02
72107	0.02
72109	0.02
72111	0.02
72113	0.02
72115	0.02
72117	0.02
72119	0.02
72121	0.02
72123	0.02
72125	0.02
72127	0.02
72129	0.02
72131	0.02
72133	0.02
72135	0.02
72137	0.02
72139	0.02
72141	0.02
72143	0.02
72145	0.02
72147	0.02
72149	0.02
72151	0.02
72153	0.02
